bioID,year,stint_y,total_award_score,tmID,franchID,confID,rank,playoff,firstRound,semis,finals,won_team,lost_team,GP_x,homeW,homeL,awayW,awayL,confW,confL,W,L,coachID,stint_x,won_coach,lost_coach,post_wins,post_losses,GP_y,GS,PostGP,PostGS,weighted_score,post_weighted_score,playoff_next_year
hornbal01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,32,21,5,5,370.8,79.64999999999999,1.0
kellycr01w,10,2,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,11,0,3,0,41.4,7.2,1.0
mcwilta01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,34,34,5,5,485.6,55.25000000000001,1.0
millebr01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,1,0,0,0,1.9500000000000002,0.0,1.0
nolande01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,33,33,5,5,643.4000000000002,113.25,1.0
pierspl01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,1,0,0,0,1.8499999999999999,0.0,1.0
sanniol01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,31,1,3,0,150.14999999999998,10.1,1.0
schumke01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,1,0,0,0,2.5500000000000003,0.0,1.0
smithka01w,10,0,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,27,27,0,0,450.84999999999997,0.0,1.0
teaslni01w,10,2,0.0,DET,DET,EA,3,1,W,L,,18,16,34,11,6,7,10,11,11,3.0,2.0,laimbbi01w,1,1,2,0,0,11,7,5,5,83.25000000000003,34.95,1.0
arcaija01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,32,32,6,6,405.15000000000003,78.95,1.0
coopecy01w,1,0,8.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,31,31,6,6,623.7499999999999,142.8,1.0
gibsoke01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,17,0,1,0,35.24999999999999,0.6500000000000001,1.0
jacksta01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,29,1,6,0,133.4,34.25,1.0
johnsti01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,31,29,6,6,268.1000000000001,47.70000000000001,1.0
lambmo01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,13,2,0,0,54.25,0.0,1.0
rizzoje01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,32,2,1,0,149.89999999999998,0.8000000000000002,1.0
shakiel01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,14,0,0,0,79.4,0.0,1.0
swoopsh01w,1,0,17.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,31,31,6,6,706.05,129.5,1.0
thompti01w,1,0,7.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,32,32,6,6,641.2999999999998,113.45000000000002,1.0
valdeam01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,22,0,3,0,83.44999999999999,10.799999999999999,1.0
washico01w,1,0,0.0,HOU,HOU,WE,2,1,W,W,W,27,5,32,14,2,13,3,17,4,6.0,0.0,chancva99w,0,27,5,6,0,25,0,6,0,87.75000000000001,32.45,1.0
arcaija01w,2,0,5.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,32,32,2,2,654.7500000000001,35.699999999999996,1.0
gibsoke01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,28,6,2,2,102.34999999999998,9.549999999999999,1.0
hendene01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,23,0,1,0,63.85000000000001,0.2,1.0
jacksta01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,32,4,1,0,184.25000000000006,7.900000000000001,1.0
johnsti01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,32,28,2,2,263.45,30.700000000000003,1.0
lassiam01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,32,18,2,0,259.45,26.650000000000002,1.0
lewisty01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,29,4,2,0,162.49999999999997,1.8500000000000003,1.0
shakiel01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,26,2,1,0,78.25,0.2,1.0
stafftr01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,30,4,2,0,170.14999999999998,8.55,1.0
thompti01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,30,30,2,2,671.9999999999999,34.0,1.0
washico01w,2,0,0.0,HOU,HOU,WE,4,1,L,,,19,13,32,11,5,8,8,13,8,0.0,2.0,chancva99w,0,19,13,0,2,32,32,2,2,383.95000000000005,24.65,1.0
arcaija01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,32,32,3,3,502.55,53.05,1.0
daleygr01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,23,4,1,0,88.09999999999998,3.2000000000000006,1.0
gibsoke01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,29,2,2,0,105.69999999999999,11.65,1.0
henniso01w,3,2,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,23,10,3,3,160.39999999999998,12.15,1.0
jacksta01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,5,1,0,0,21.45,0.0,1.0
johnsti01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,32,32,3,3,345.6499999999999,18.849999999999998,1.0
lassiam01w,3,1,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,6,0,0,0,14.2,0.0,1.0
lewisty01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,17,1,0,0,58.349999999999994,0.0,1.0
lobore01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,21,0,0,0,55.60000000000001,0.0,1.0
snowmi01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,32,2,3,0,218.40000000000003,34.54999999999999,1.0
swoopsh01w,3,0,17.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,32,32,3,3,674.1,83.65,1.0
thompti01w,3,0,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,29,29,3,3,584.5,63.800000000000004,1.0
washico01w,3,1,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,21,15,0,0,117.55000000000001,0.0,1.0
williri01w,3,2,0.0,HOU,HOU,WE,2,1,L,,,24,8,32,14,2,10,6,16,5,1.0,2.0,chancva99w,0,24,8,1,2,9,0,3,0,33.95,32.0,1.0
arcaija01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,34,34,3,3,517.6999999999999,49.75,1.0
blueoc01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,16,0,1,0,11.000000000000002,0.5000000000000001,1.0
cantydo01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,32,4,3,0,276.84999999999997,21.1,1.0
coopecy01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,4,4,0,0,79.19999999999997,0.0,1.0
figgsuk01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,34,30,3,3,323.6,30.450000000000003,1.0
gibsoke01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,26,0,2,0,75.15,6.5,1.0
johnsti01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,22,3,3,0,137.60000000000002,8.500000000000002,1.0
snowmi01w,4,0,5.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,34,34,3,3,488.34999999999997,43.29999999999999,1.0
swoopsh01w,4,0,7.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,31,30,3,3,599.45,66.65,1.0
thompti01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,28,28,3,3,550.0000000000001,56.50000000000001,1.0
udokamf01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,25,3,1,0,111.00000000000003,1.9000000000000001,1.0
umoh-it01w,4,0,0.0,HOU,HOU,WE,2,1,L,,,20,14,34,14,3,6,11,14,10,1.0,2.0,chancva99w,0,20,14,1,2,3,0,0,0,1.2500000000000002,0.0,0.0
berthlu01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,16,0,0,0,60.10000000000001,0.0,0.0
blueoc01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,13,3,0,0,64.39999999999999,0.0,0.0
cantydo01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,32,12,0,0,301.5,0.0,0.0
grubigo01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,5,0,0,0,6.000000000000002,0.0,0.0
hollake01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,27,21,0,0,295.90000000000003,0.0,0.0
johnsla01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,6,0,0,0,12.65,0.0,0.0
johnspo01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,19,0,0,0,56.800000000000004,0.0,0.0
johnsti01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,33,11,0,0,258.2,0.0,0.0
lambesh01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,34,25,0,0,307.1000000000001,0.0,0.0
raglafe01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,34,10,0,0,210.00000000000006,0.0,0.0
snowmi01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,31,31,0,0,422.5,0.0,0.0
swoopsh01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,31,31,0,0,563.15,0.0,0.0
thompti01w,5,0,0.0,HOU,HOU,WE,6,0,,,,13,21,34,9,8,4,13,7,15,,,chancva99w,0,13,21,0,0,26,26,0,0,577.6000000000001,0.0,1.0
arcaija01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,34,34,5,5,468.15000000000003,59.50000000000001,1.0
brownki01w,6,2,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,4,0,1,0,4.05,1.8000000000000003,1.0
cantydo01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,33,32,5,5,416.04999999999995,65.25,1.0
goodsad01w,6,1,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,23,0,0,0,109.74999999999999,0.0,1.0
hodgero01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,26,0,2,0,68.35,0.3000000000000001,1.0
lawsoed01w,6,2,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,17,0,1,0,40.849999999999994,0.2,1.0
lyttlsa01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,33,0,5,0,212.50000000000003,17.150000000000002,1.0
phillta01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,32,1,5,0,167.7,20.65000000000001,1.0
raglafe01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,4,0,0,0,2.3999999999999995,0.0,1.0
rasmukr01w,6,1,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,24,19,0,0,211.95000000000002,0.0,1.0
snowmi01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,33,33,5,5,506.25,69.30000000000001,1.0
staleda01w,6,2,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,10,3,5,0,78.45,44.650000000000006,1.0
swoopsh01w,6,0,17.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,33,33,5,5,705.0000000000001,106.95,1.0
thompti01w,6,0,0.0,HOU,HOU,WE,3,1,W,L,,19,15,34,11,6,8,9,11,11,2.0,3.0,chancva99w,0,19,15,2,3,15,15,5,5,201.35,85.75,1.0
browned01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,4,0,0,0,9.399999999999999,0.0,1.0
cantydo01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,15,15,2,2,210.49999999999997,20.300000000000004,1.0
chriska01w,7,1,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,6,0,0,0,32.050000000000004,0.0,1.0
dixonta01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,23,14,2,0,235.85000000000002,17.849999999999998,1.0
hodgero01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,33,8,2,0,331.04999999999995,18.249999999999996,1.0
kostaan01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,32,0,2,0,106.4,4.8500000000000005,1.0
lyttlsa01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,29,2,2,0,179.04999999999995,15.3,1.0
ndiayas01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,11,3,0,0,54.15000000000001,0.0,1.0
phillta01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,21,2,0,0,94.94999999999999,0.0,1.0
snowmi01w,7,0,0.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,34,34,2,2,546.6500000000001,37.400000000000006,1.0
staleda01w,7,0,6.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,34,34,2,2,418.70000000000005,11.149999999999999,1.0
swoopsh01w,7,0,6.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,31,31,2,2,603.5999999999999,29.949999999999992,1.0
thompti01w,7,0,6.0,HOU,HOU,WE,3,1,L,,,18,16,34,12,5,6,11,11,9,0.0,2.0,chancva99w,0,18,16,0,2,21,21,2,2,432.59999999999997,32.5,0.0
byearla01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,30,0,0,0,177.15,0.0,0.0
davisde01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,3,0,0,0,6.65,0.0,0.0
dixonta01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,18,0,0,0,256.25,0.0,0.0
granter01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,17,2,0,0,72.30000000000004,0.0,0.0
hodgero01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,29,4,0,0,154.95,0.0,0.0
lyttlsa01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,31,25,0,0,267.05000000000007,0.0,0.0
maigaha01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,34,34,0,0,444.40000000000003,0.0,0.0
mooreta01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,15,9,0,0,110.65,0.0,0.0
phillta01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,7,0,0,0,15.000000000000002,0.0,0.0
shielas01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,26,0,0,0,160.60000000000002,0.0,0.0
smithcr01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,27,23,0,0,277.55,0.0,0.0
snowmi01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,34,34,0,0,467.8,0.0,0.0
swoopsh01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,3,3,0,0,42.14999999999999,0.0,0.0
thompti01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,34,34,0,0,734.3,0.0,0.0
turneba01w,8,0,0.0,HOU,HOU,WE,5,0,,,,13,21,34,7,10,6,11,10,12,,,thompka99w,0,13,21,0,0,22,2,0,0,130.95,0.0,0.0
ajavoma01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,34,2,0,0,333.85,0.0,0.0
byearla01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,11,0,0,0,24.800000000000004,0.0,0.0
dixonta01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,24,20,0,0,285.34999999999997,0.0,0.0
hodgero01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,15,6,0,0,143.10000000000002,0.0,0.0
holmese01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,17,3,0,0,88.79999999999998,0.0,0.0
johnssh01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,33,32,0,0,445.50000000000006,0.0,0.0
lyttlsa01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,27,9,0,0,289.55,0.0,0.0
mabikmw01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,20,11,0,0,149.20000000000002,0.0,0.0
maigaha01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,26,22,0,0,266.0,0.0,0.0
shielas01w,9,1,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,3,0,0,0,5.200000000000001,0.0,0.0
snowmi01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,34,34,0,0,449.35000000000014,0.0,0.0
thompti01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,30,29,0,0,625.3499999999999,0.0,0.0
walkema01w,9,0,0.0,HOU,HOU,WE,5,0,,,,17,17,34,13,4,4,13,10,10,,,thompka99w,0,17,17,0,0,2,0,0,0,4.05,0.0,0.0
gaithka01w,1,2,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,6,0,0,0,9.45,0.0,0.0
gilmous01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,4,0,0,0,6.75,0.0,0.0
grubigo01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,29,20,0,0,330.99999999999994,0.0,0.0
harrido01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,8,0,0,0,22.150000000000002,0.0,0.0
maxwemo01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,32,32,0,0,496.30000000000007,0.0,0.0
mccarst01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,32,12,0,0,313.80000000000007,0.0,0.0
mcculda01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,29,2,0,0,233.65,0.0,0.0
quinnte01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,17,0,0,0,39.50000000000001,0.0,0.0
santoal01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,3,0,0,0,4.95,0.0,0.0
streiju01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,27,6,0,0,196.7,0.0,0.0
thompal01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,31,26,0,0,391.15,0.0,0.0
tremich01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,25,3,0,0,113.24999999999997,0.0,0.0
willibe01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,1,0,0,0,0.8,0.0,0.0
williri01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,32,29,0,0,495.65000000000003,0.0,0.0
wolteka01w,1,0,0.0,IND,IND,EA,7,0,,,,9,23,32,5,11,4,12,7,14,,,donovan99w,0,9,23,0,0,31,30,0,0,435.40000000000003,0.0,0.0
